path,title,artist,genre,category,tags,duration,pitch,tempo,volume,source
https://youtu.be/9tdkoOJvmmI,크라잉넛 - 밤이깊었네.wmv,Dancing inthemoonnight,etc,애창곡,,4:09,0,1,100,youtube
https://youtu.be/qRdFd34gnOY,10CM - 너에게 닿기를 [가사/Lyrics],웅키,etc,미션곡,,2:39,0,1,100,youtube
https://youtu.be/ahkRXhyybJg,민수는 혼란스럽다,Minsu,팝,기본,"better than selena gomez,dream pop,indie pop,여성 보컬",3:47,0,1,100,youtube
